# 2026-09-25 22:18:03 JST go version go1.27.1 darwin/arm64 github.com/bytedance/sonic v1.15.4: sonic_probe floats
1e-05	0.00001
9.99e-06	0.00000999
0.0001	0.0001
0.1	0.1
1.5	1.5
3	3
-7	-7
9.999999999999998e+15	9999999999999998
1e+16	10000000000000000
1e+20	100000000000000000000
1e+21	1e+21
1e+22	1e+22
5e-324	5e-324
1.7976931348623157e+308	1.7976931348623157e+308
-0	0
0	0
9.007199254740992e+15	9007199254740992
1.2345678901234567e+19	12345678901234567000
